"AE_NAME","ID","MEDDRA_AE_NAME","MEDDRA_ID"
"Pharyngoscopy","10003118","Pharyngoscopy","10003118"
"Ebstein's anomaly","10014075","Ebstein's anomaly","10014075"
"Congenital tricuspid valve incompetence","10067887","Congenital tricuspid valve incompetence","10067887"
"Anticoagulation drug level","10060318","Anticoagulation drug level","10060318"
"Biopsy bladder","10016123","Biopsy bladder","10016123"
"Protein C decreased","10016142","Protein C decreased","10016142"
"Pyelogram retrograde abnormal","10037594","Pyelogram retrograde abnormal","10037594"
"Incision site cellulitis","10064109","Incision site cellulitis","10064109"
"Hyperadrenalism","10020562","Hyperadrenalism","10020562"
"Self-injurious ideation","10036595","Self-injurious ideation","10036595"
"Unemployment","10036600","Unemployment","10036600"
"Urine cannabinoids increased","10062228","Urine cannabinoids increased","10062228"
"Thoracotomy","10036872","Thoracotomy","10036872"
"Vaccination site granuloma","10036877","Vaccination site granuloma","10036877"
"Repetitive strain injury","10038758","Repetitive strain injury","10038758"
"Monomelic amyotrophy","10069681","Monomelic amyotrophy","10069681"
"Paracentesis","10044520","Paracentesis","10044520"
"Xanthoma","10046790","Xanthoma","10046790"
"Psychomotor seizures","10037214","Focal dyscognitive seizures","10079424"
"Labelled drug-disease interaction medication error","10064381","Labelled drug-disease interaction medication error","10064381"
"Catheter site infection","10056391","Catheter site infection","10056391"
"Intentional product misuse","10074903","Intentional product misuse","10074903"
"Pathological doubt","10077176","Pathological doubt","10077176"
"Hepatitis B e antibody positive","10061781","Hepatitis B e antibody positive","10061781"
"Drug effect incomplete","10013682","Drug effect incomplete","10013682"
"Anti-Muellerian hormone level","10075156","Anti-Muellerian hormone level","10075156"
"Food craving","10018981","Food craving","10018981"
"Puncture site haemorrhage","10051101","Puncture site haemorrhage","10051101"
"Adrenal atrophy","10001324","Adrenal atrophy","10001324"
"Cheyne-Stokes respiration","10036608","Cheyne-Stokes respiration","10036608"
"Vein collapse","10074621","Vein collapse","10074621"
"Air embolism","10001526","Air embolism","10001526"
"New daily persistent headache","10076678","New daily persistent headache","10076678"
"Allergic oedema","10066100","Allergic oedema","10066100"
"Mucocutaneous rash","10067553","Mucocutaneous rash","10067553"
"Fallopian tube cyst","10050697","Fallopian tube cyst","10050697"
"Adnexal torsion","10072943","Adnexal torsion","10072943"
"Device related infection","10072693","Device related infection","10072693"
"Nosocomial infection","10073024","Nosocomial infection","10073024"
"Herpes zoster cutaneous disseminated","10074297","Herpes zoster cutaneous disseminated","10074297"
"Treponema test false positive","10070402","Treponema test false positive","10070402"
"Mast cell activation syndrome","10075217","Mast cell activation syndrome","10075217"
"Long QT syndrome","10021412","Long QT syndrome","10021412"
"Vaccination site streaking","10076189","Vaccination site streaking","10076189"
"Solar lentigo","10027059","Solar lentigo","10027059"
"Facial paralysis","10016062","Facial paralysis","10016062"
"Disseminated varicella zoster vaccine virus infection","10076667","Disseminated varicella zoster vaccine virus infection","10076667"
"Herpes simplex test negative","10077970","Herpes simplex test negative","10077970"
"Documented hypersensitivity to administered product","10076470","Documented hypersensitivity to administered product","10076470"
"Chronic tic disorder","10076661","Chronic tic disorder","10076661"
"Glossopharyngeal nerve disorder","10041092","Glossopharyngeal nerve disorder","10041092"
"Antipsychotic drug level decreased","10072426","Antipsychotic drug level decreased","10072426"
"Schizotypal personality disorder","10039651","Schizotypal personality disorder","10039651"
"Autoimmune hypothyroidism","10076644","Autoimmune hypothyroidism","10076644"
"ADAMTS13 activity increased","10074490","ADAMTS13 activity increased","10074490"
"Histology normal","10048596","Histology normal","10048596"
"Norepinephrine","10050925","Norepinephrine","10050925"
"Donor specific antibody present","10075992","Donor specific antibody present","10075992"
"Acute hepatitis B","10051132","Acute hepatitis B","10051132"
"Glioblastoma","10018336","Glioblastoma","10018336"
"Oropharyngeal surgery","10069824","Oropharyngeal surgery","10069824"
"Sensitivity to weather change","10072850","Sensitivity to weather change","10072850"
"Type V hyperlipidaemia","10060755","Type V hyperlipidaemia","10060755"
"Male sexual dysfunction","10057672","Male sexual dysfunction","10057672"
"Absent bowel movement","10077302","Constipation","10010774"
"Rhesus antigen negative","10076521","Rhesus antigen negative","10076521"
"Biopsy prostate","10004857","Biopsy prostate","10004857"
"Antibiotic therapy","10067768","Antibiotic therapy","10067768"
"Anal incontinence","10077605","Anal incontinence","10077605"
"Blood copper decreased","10035132","Blood copper decreased","10035132"
"Blood zinc increased","10005868","Blood zinc increased","10005868"
"Arm amputation","10003096","Arm amputation","10003096"
"Extremity necrosis","10036079","Extremity necrosis","10036079"
"Genital disorder male","10061177","Genital disorder male","10061177"
"Opticokinetic nystagmus tests abnormal","10057028","Opticokinetic nystagmus tests abnormal","10057028"
"Reticulocyte haemoglobin equivalent","10076765","Reticulocyte haemoglobin equivalent","10076765"
"Sex hormone binding globulin","10066470","Sex hormone binding globulin","10066470"
"Neurosyphilis","10029339","Neurosyphilis","10029339"
"Product origin unknown","10071242","Product origin unknown","10071242"
"Localised intraabdominal fluid collection","10066768","Intra-abdominal fluid collection","10078659"
"Radioisotope scan","10061261","Radioisotope scan","10061261"
"Accidental exposure to product packaging","10077659","Accidental exposure to product packaging","10077659"
"Urethral injury","10046454","Urethral injury","10046454"
"Blood ketone body increased","10018724","Blood ketone body increased","10018724"
"Selective eating disorder","10078069","Selective eating disorder","10078069"
"Trisomy 13","10044686","Trisomy 13","10044686"
"Ultrasound scan vagina normal","10045440","Ultrasound scan vagina normal","10045440"
"Gluten sensitivity","10076493","Gluten sensitivity","10076493"
"Cytopenia","10066274","Cytopenia","10066274"
"Diabetic ulcer","10056340","Diabetic ulcer","10056340"
"Sensory processing disorder","10077516","Sensory processing disorder","10077516"
"Basosquamous carcinoma","10004178","Basosquamous carcinoma","10004178"
"Benign lymph node neoplasm","10060997","Benign lymph node neoplasm","10060997"
"Computerised tomogram liver","10076215","Computerised tomogram liver","10076215"
"Methylenetetrahydrofolate reductase gene mutation","10074753","Methylenetetrahydrofolate reductase gene mutation","10074753"
"Pancreatic enzymes","10029333","Pancreatic enzymes","10029333"
"Ear abrasion","10061828","Ear abrasion","10061828"
"Liver function test increased","10077692","Liver function test increased","10077692"
"Pneumocystis jirovecii pneumonia","10073755","Pneumocystis jirovecii pneumonia","10073755"
"Hepatobiliary scan normal","10077444","Hepatobiliary scan normal","10077444"
"Thyroglobulin absent","10033670","Thyroglobulin absent","10033670"
"Total complement activity test","10077882","Total complement activity test","10077882"
"Visceral congestion","10034918","Visceral congestion","10034918"
"Pulmonary granuloma","10036316","Pulmonary granuloma","10036316"
"Anti-VGCC antibody","10071476","Anti-VGCC antibody","10071476"
"Cardiopulmonary exercise test abnormal","10043268","Cardiopulmonary exercise test abnormal","10043268"
"Defiant behaviour","10077244","Defiant behaviour","10077244"
"Biopsy prostate abnormal","10048744","Biopsy prostate abnormal","10048744"
"Orbital apex syndrome","10066383","Orbital apex syndrome","10066383"
"Anti-aquaporin-4 antibody positive","10052793","Anti-aquaporin-4 antibody positive","10052793"
"Neuromyelitis optica spectrum disorder","10077875","Neuromyelitis optica spectrum disorder","10077875"
"Carotid pulse abnormal","10053928","Carotid pulse abnormal","10053928"
"Multiple organ dysfunction syndrome","10077361","Multiple organ dysfunction syndrome","10077361"
"Vital dye staining cornea present","10047585","Vital dye staining cornea present","10047585"
"Tick-borne fever","10043841","Tick-borne fever","10043841"
"Puncture site erythema","10074759","Puncture site erythema","10074759"
"Lower respiratory tract infection bacterial","10063890","Lower respiratory tract infection bacterial","10063890"
"Genital neoplasm malignant female","10018160","Genital neoplasm malignant female","10018160"
"Micrognathia","10027543","Micrognathia","10027543"
"Trisomy 12","10063092","Trisomy 12","10063092"
"Myelocyte count","10007776","Myelocyte count","10007776"
"Bladder discomfort","10019191","Bladder discomfort","10019191"
"Arterial stenosis","10003736","Arterial stenosis","10003736"
"Swallow study abnormal","10076037","Swallow study abnormal","10076037"
"Oculocephalogyric reflex absent","10013486","Oculocephalogyric reflex absent","10013486"
"Faecal elastase concentration decreased","10071656","Faecal elastase concentration decreased","10071656"
"Vitamin B12 absorption test normal","10047607","Vitamin B12 absorption test normal","10047607"
"Haemoglobin urine absent","10056440","Haemoglobin urine absent","10056440"
"Faeces soft","10057315","Faeces soft","10057315"
"Hepatitis viral test positive","10061265","Hepatitis viral test positive","10061265"
"Vertebral osteophyte","10055042","Vertebral osteophyte","10055042"
"Spinal decompression","10070246","Spinal decompression","10070246"
"Dermatosis","10023615","Dermatosis","10023615"
"Device function test","10071743","Device function test","10071743"
"Herpes simplex test positive","10077969","Herpes simplex test positive","10077969"
"Dyschromatopsia","10013892","Dyschromatopsia","10013892"
"Administration site bruise","10075094","Administration site bruise","10075094"
"Testicular failure","10043315","Testicular failure","10043315"
"Exposure via eye contact","10073336","Exposure via eye contact","10073336"
"Sydenham's chorea","10011971","Sydenham's chorea","10011971"
"Breast injury","10059391","Breast injury","10059391"
"Bullous impetigo","10012378","Bullous impetigo","10012378"
"Implantable cardiac monitor insertion","10074731","Implantable cardiac monitor insertion","10074731"
"Acne varioliformis","10000518","Acne varioliformis","10000518"
"Exposure via skin contact","10071430","Exposure via skin contact","10071430"
"Product physical consistency issue","10073760","Product physical consistency issue","10073760"
"Imaging procedure abnormal","10077446","Imaging procedure abnormal","10077446"
"Myocardial necrosis marker increased","10075211","Myocardial necrosis marker increased","10075211"
"Nocturnal dyspnoea","10049708","Nocturnal dyspnoea","10049708"
"Dermatofibroma removal","10052946","Dermatofibroma removal","10052946"
"Cellulitis of male external genital organ","10057840","Cellulitis of male external genital organ","10057840"
"Eyelid injury","10069200","Eyelid injury","10069200"
"Human rhinovirus test","10075163","Human rhinovirus test","10075163"
"Limb mass","10078503","Limb mass","10078503"
"Bloch-Sulzberger syndrome","10077624","Bloch-Sulzberger syndrome","10077624"
"Iontophoresis","10078472","Iontophoresis","10078472"
"Encephalitis meningococcal","10014597","Encephalitis meningococcal","10014597"
"Vaccination site mass","10076182","Vaccination site mass","10076182"
"Skin culture positive","10078402","Skin culture positive","10078402"
"Urine aluminium","10059572","Urine aluminium","10059572"
"Exposure via body fluid","10073300","Exposure via body fluid","10073300"
